ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
345,The department aims to ensure enforcement activities are conducted professionally and transparently.,the department aims to ensure enforcement activities are conducted professionally and transparently,"['the', 'department', 'aims', 'to', 'ensure', 'enforcement', 'activities', 'are', 'conducted', 'professionally', 'and', 'transparently']","['department', 'aims', 'ensure', 'enforcement', 'activities', 'conducted', 'professionally', 'transparently']","['department', 'aim', 'ensure', 'enforcement', 'activity', 'conduct', 'professionally', 'transparently']",department aim ensure enforcement activity conduct professionally transparently,POSITIVE
346,Officers found abusing their position will face legal consequences.,officers found abusing their position will face legal consequences,"['officers', 'found', 'abusing', 'their', 'position', 'will', 'face', 'legal', 'consequences']","['officers', 'found', 'abusing', 'position', 'face', 'legal', 'consequences']","['officer', 'find', 'abuse', 'position', 'face', 'legal', 'consequence']",officer find abuse position face legal consequence,NEGATIVE
347,The allegations increased public scrutiny of enforcement practices.,the allegations increased public scrutiny of enforcement practices,"['the', 'allegations', 'increased', 'public', 'scrutiny', 'of', 'enforcement', 'practices']","['allegations', 'increased', 'public', 'scrutiny', 'enforcement', 'practices']","['allegation', 'increase', 'public', 'scrutiny', 'enforcement', 'practice']",allegation increase public scrutiny enforcement practice,NEGATIVE
348,Claims circulated online that illicit payments were demanded during enforcement operations.,claims circulated online that illicit payments were demanded during enforcement operations,"['claims', 'circulated', 'online', 'that', 'illicit', 'payments', 'were', 'demanded', 'during', 'enforcement', 'operations']","['claims', 'circulated', 'online', 'illicit', 'payments', 'demanded', 'enforcement', 'operations']","['claim', 'circulate', 'online', 'illicit', 'payment', 'demand', 'enforcement', 'operation']",claim circulate online illicit payment demand enforcement operation,NEGATIVE
349,The government will support investigations if evidence of wrongdoing emerges.,the government will support investigations if evidence of wrongdoing emerges,"['the', 'government', 'will', 'support', 'investigations', 'if', 'evidence', 'of', 'wrongdoing', 'emerges']","['government', 'support', 'investigations', 'evidence', 'wrongdoing', 'emerges']","['government', 'support', 'investigation', 'evidence', 'wrongdoing', 'emerges']",government support investigation evidence wrongdoing emerges,NEUTRAL
350,Members of the public were encouraged to report bribery attempts to the MACC.,members of the public were encouraged to report bribery attempts to the macc,"['members', 'of', 'the', 'public', 'were', 'encouraged', 'to', 'report', 'bribery', 'attempts', 'to', 'the', 'macc']","['members', 'public', 'encouraged', 'report', 'bribery', 'attempts', 'macc']","['member', 'public', 'encourage', 'report', 'bribery', 'attempt', 'macc']",member public encourage report bribery attempt macc,NEUTRAL
351,The government supports immediate action against individuals involved in bribery.,the government supports immediate action against individuals involved in bribery,"['the', 'government', 'supports', 'immediate', 'action', 'against', 'individuals', 'involved', 'in', 'bribery']","['government', 'supports', 'immediate', 'action', 'against', 'individuals', 'involved', 'bribery']","['government', 'support', 'immediate', 'action', 'against', 'individual', 'involve', 'bribery']",government support immediate action against individual involve bribery,POSITIVE
352,Enforcement officers are not immune from investigation if credible allegations arise.,enforcement officers are not immune from investigation if credible allegations arise,"['enforcement', 'officers', 'are', 'not', 'immune', 'from', 'investigation', 'if', 'credible', 'allegations', 'arise']","['enforcement', 'officers', 'not', 'immune', 'investigation', 'credible', 'allegations', 'arise']","['enforcement', 'officer', 'not', 'immune', 'investigation', 'credible', 'allegation', 'arise']",enforcement officer not immune investigation credible allegation arise,NEGATIVE
353,Public cooperation is important in exposing corruption and assisting investigations.,public cooperation is important in exposing corruption and assisting investigations,"['public', 'cooperation', 'is', 'important', 'in', 'exposing', 'corruption', 'and', 'assisting', 'investigations']","['public', 'cooperation', 'important', 'exposing', 'corruption', 'assisting', 'investigations']","['public', 'cooperation', 'important', 'expose', 'corruption', 'assist', 'investigation']",public cooperation important expose corruption assist investigation,POSITIVE
354,Former MACC chief Azam Baki filed a defamation lawsuit against businessman Albert Tei.,former macc chief azam baki filed a defamation lawsuit against businessman albert tei,"['former', 'macc', 'chief', 'azam', 'baki', 'filed', 'a', 'defamation', 'lawsuit', 'against', 'businessman', 'albert', 'tei']","['former', 'macc', 'chief', 'azam', 'baki', 'filed', 'defamation', 'lawsuit', 'against', 'businessman', 'albert', 'tei']","['former', 'macc', 'chief', 'azam', 'baki', 'file', 'defamation', 'lawsuit', 'against', 'businessman', 'albert', 'tei']",former macc chief azam baki file defamation lawsuit against businessman albert tei,NEGATIVE
355,The lawsuit alleges that statements published online damaged Azam Baki's reputation.,the lawsuit alleges that statements published online damaged azam bakis reputation,"['the', 'lawsuit', 'alleges', 'that', 'statements', 'published', 'online', 'damaged', 'azam', 'bakis', 'reputation']","['lawsuit', 'alleges', 'statements', 'published', 'online', 'damaged', 'azam', 'bakis', 'reputation']","['lawsuit', 'allege', 'statement', 'publish', 'online', 'damage', 'azam', 'bakis', 'reputation']",lawsuit allege statement publish online damage azam bakis reputation,NEGATIVE
356,A writ of summons and statement of claim were filed at the Shah Alam High Court.,a writ of summons and statement of claim were filed at the shah alam high court,"['a', 'writ', 'of', 'summons', 'and', 'statement', 'of', 'claim', 'were', 'filed', 'at', 'the', 'shah', 'alam', 'high', 'court']","['writ', 'summons', 'statement', 'claim', 'filed', 'shah', 'alam', 'high', 'court']","['writ', 'summons', 'statement', 'claim', 'file', 'shah', 'alam', 'high', 'court']",writ summons statement claim file shah alam high court,NEUTRAL
357,The legal action concerns allegedly defamatory remarks published through online platforms.,the legal action concerns allegedly defamatory remarks published through online platforms,"['the', 'legal', 'action', 'concerns', 'allegedly', 'defamatory', 'remarks', 'published', 'through', 'online', 'platforms']","['legal', 'action', 'concerns', 'allegedly', 'defamatory', 'remarks', 'published', 'online', 'platforms']","['legal', 'action', 'concern', 'allegedly', 'defamatory', 'remark', 'publish', 'online', 'platform']",legal action concern allegedly defamatory remark publish online platform,NEGATIVE
358,Azam is seeking damages and a permanent injunction.,azam is seeking damages and a permanent injunction,"['azam', 'is', 'seeking', 'damages', 'and', 'a', 'permanent', 'injunction']","['azam', 'seeking', 'damages', 'permanent', 'injunction']","['azam', 'seek', 'damage', 'permanent', 'injunction']",azam seek damage permanent injunction,NEUTRAL
359,Azam's legal team stated that the allegations were baseless and untrue.,azams legal team stated that the allegations were baseless and untrue,"['azams', 'legal', 'team', 'stated', 'that', 'the', 'allegations', 'were', 'baseless', 'and', 'untrue']","['azams', 'legal', 'team', 'stated', 'allegations', 'baseless', 'untrue']","['azams', 'legal', 'team', 'state', 'allegation', 'baseless', 'untrue']",azams legal team state allegation baseless untrue,POSITIVE
360,The legal team declined further comment because the matter is before the courts.,the legal team declined further comment because the matter is before the courts,"['the', 'legal', 'team', 'declined', 'further', 'comment', 'because', 'the', 'matter', 'is', 'before', 'the', 'courts']","['legal', 'team', 'declined', 'comment', 'matter', 'courts']","['legal', 'team', 'decline', 'comment', 'matter', 'court']",legal team decline comment matter court,NEUTRAL
361,Albert Tei previously made allegations relating to an ongoing dispute and investigations.,albert tei previously made allegations relating to an ongoing dispute and investigations,"['albert', 'tei', 'previously', 'made', 'allegations', 'relating', 'to', 'an', 'ongoing', 'dispute', 'and', 'investigations']","['albert', 'tei', 'previously', 'made', 'allegations', 'relating', 'ongoing', 'dispute', 'investigations']","['albert', 'tei', 'previously', 'make', 'allegation', 'relate', 'ongoing', 'dispute', 'investigation']",albert tei previously make allegation relate ongoing dispute investigation,NEGATIVE
362,"Tei alleged that he was threatened, obstructed and victimised.",tei alleged that he was threatened obstructed and victimised,"['tei', 'alleged', 'that', 'he', 'was', 'threatened', 'obstructed', 'and', 'victimised']","['tei', 'alleged', 'threatened', 'obstructed', 'victimised']","['tei', 'allege', 'threaten', 'obstructed', 'victimised']",tei allege threaten obstructed victimised,NEGATIVE
363,The allegations involved an alleged corruption scandal in Sabah.,the allegations involved an alleged corruption scandal in sabah,"['the', 'allegations', 'involved', 'an', 'alleged', 'corruption', 'scandal', 'in', 'sabah']","['allegations', 'involved', 'alleged', 'corruption', 'scandal', 'sabah']","['allegation', 'involve', 'alleged', 'corruption', 'scandal', 'sabah']",allegation involve alleged corruption scandal sabah,NEGATIVE
364,Police are investigating a report lodged by Tei.,police are investigating a report lodged by tei,"['police', 'are', 'investigating', 'a', 'report', 'lodged', 'by', 'tei']","['police', 'investigating', 'report', 'lodged', 'tei']","['police', 'investigate', 'report', 'lodge', 'tei']",police investigate report lodge tei,NEUTRAL
365,Azam provided a statement to investigators at Bukit Aman.,azam provided a statement to investigators at bukit aman,"['azam', 'provided', 'a', 'statement', 'to', 'investigators', 'at', 'bukit', 'aman']","['azam', 'provided', 'statement', 'investigators', 'bukit', 'aman']","['azam', 'provide', 'statement', 'investigator', 'bukit', 'aman']",azam provide statement investigator bukit aman,NEUTRAL
